,ground truth outcome
pilot-containment-cylinder-bowl_0009,True
pilot-containment-cylinder-bowl_0010,False
pilot-containment-cylinder-bowl_0011,True
pilot-containment-cylinder-bowl_0012,False
pilot-containment-cylinder-bowl_0013,False
pilot-containment-cylinder-bowl_0014,False
pilot-containment-cylinder-bowl_0015,True
pilot-containment-cylinder-bowl_0016,True
pilot-containment-cylinder-bowl_0017,True
pilot-containment-cylinder-bowl_0018,False
pilot-containment-cylinder-bowl_0019,False
pilot-containment-cylinder-bowl_0020,False
pilot-containment-cylinder-bowl_0021,True
pilot-containment-cylinder-bowl_0022,False
pilot-containment-cylinder-bowl_0023,False
pilot-containment-cylinder-bowl_0024,False
pilot-containment-cylinder-bowl_0025,True
pilot-containment-cylinder-bowl_0026,True
pilot-containment-cylinder-bowl_0027,True
pilot-containment-cylinder-bowl_0028,True
pilot-containment-cylinder-bowl_0029,True
pilot-containment-cylinder-bowl_0030,True
pilot-containment-cylinder-bowl_0031,True
pilot-containment-cylinder-bowl_0032,False
pilot-containment-cylinder-bowl_0033,True
pilot-containment-cylinder-bowl_0034,False
pilot-containment-cylinder-bowl_0035,True
pilot-containment-cylinder-bowl_0036,True
pilot-containment-cylinder-bowl_0037,True
pilot-containment-cylinder-bowl_0038,True
pilot-containment-cylinder-bowl_0039,True
pilot-containment-cylinder-bowl_0040,True
pilot-containment-cylinder-bowl_0041,False
pilot-containment-cylinder-bowl_0042,True
pilot-containment-cylinder-bowl_0043,True
pilot-containment-cylinder-bowl_0044,False
pilot-containment-cylinder-bowl_0045,False
pilot-containment-cylinder-bowl_0046,True
pilot-containment-cylinder-bowl_0047,True
pilot-containment-cylinder-bowl_0048,True
pilot-containment-cylinder-bowl_0049,True
pilot-containment-cylinder-bowl_0050,True
pilot-containment-cylinder-bowl_0051,True
pilot-containment-cylinder-bowl_0052,True
pilot-containment-cylinder-bowl_0053,True
pilot-containment-cylinder-bowl_0054,False
pilot-containment-cylinder-bowl_0055,False
pilot-containment-cylinder-bowl_0056,False
pilot-containment-cylinder-bowl_0057,True
pilot-containment-cylinder-bowl_0058,False
pilot-containment-cylinder-bowl_0059,True
pilot-containment-cylinder-bowl_0060,True
pilot-containment-cylinder-bowl_0061,True
pilot-containment-cylinder-bowl_0062,True
pilot-containment-cylinder-bowl_0063,True
pilot-containment-cylinder-bowl_0064,True
pilot-containment-cylinder-bowl_0065,True
pilot-containment-cylinder-bowl_0066,True
pilot-containment-cylinder-bowl_0067,False
pilot-containment-cylinder-bowl_0068,True
pilot-containment-cylinder-bowl_0069,False
pilot-containment-cylinder-bowl_0070,True
pilot-containment-cylinder-bowl_0071,True
pilot-containment-cylinder-bowl_0072,True
pilot-containment-cylinder-bowl_0073,True
pilot-containment-cylinder-bowl_0074,True
pilot-containment-cylinder-bowl_0075,False
pilot-containment-cylinder-bowl_0076,False
pilot-containment-cylinder-bowl_0077,True
pilot-containment-cylinder-bowl_0078,False
pilot-containment-cylinder-bowl_0079,True
pilot-containment-cylinder-bowl_0080,False
pilot-containment-cylinder-bowl_0081,True
pilot-containment-cylinder-bowl_0082,True
pilot-containment-cylinder-bowl_0083,False
pilot-containment-cylinder-bowl_0084,True
pilot-containment-cylinder-bowl_0085,True
pilot-containment-cylinder-bowl_0086,False
pilot-containment-cylinder-bowl_0087,True
pilot-containment-cylinder-bowl_0088,True
pilot-containment-cylinder-bowl_0089,True
pilot-containment-cylinder-bowl_0090,True
pilot-containment-cylinder-bowl_0091,True
pilot-containment-cylinder-bowl_0092,True
pilot-containment-cylinder-bowl_0093,True
pilot-containment-cylinder-bowl_0094,False
pilot-containment-cylinder-bowl_0095,True
pilot-containment-cylinder-bowl_0096,False
pilot-containment-cylinder-bowl_0097,True
pilot-containment-cylinder-bowl_0098,False
pilot-containment-cylinder-bowl_0099,True
pilot-containment-cylinder-bowl_0100,False
pilot-containment-cylinder-bowl_0101,True
pilot-containment-cylinder-bowl_0102,True
pilot-containment-cylinder-bowl_0103,True
pilot-containment-cylinder-bowl_0104,True
pilot-containment-cylinder-bowl_0105,False
pilot-containment-cylinder-bowl_0106,True
pilot-containment-cylinder-bowl_0107,True
pilot-containment-cylinder-bowl_0108,True
pilot-containment-cylinder-bowl_0109,True
pilot-containment-cylinder-bowl_0110,False
pilot-containment-cylinder-bowl_0111,True
pilot-containment-cylinder-bowl_0112,True
pilot-containment-cylinder-bowl_0113,False
pilot-containment-cylinder-bowl_0114,True
pilot-containment-cylinder-bowl_0115,True
pilot-containment-cylinder-bowl_0116,False
pilot-containment-cylinder-bowl_0117,True
pilot-containment-cylinder-bowl_0118,False
pilot-containment-cylinder-bowl_0119,True
pilot-containment-cylinder-bowl_0120,False
pilot-containment-cylinder-bowl_0121,True
pilot-containment-cylinder-bowl_0122,True
pilot-containment-cylinder-bowl_0123,True
pilot-containment-cylinder-bowl_0124,False
pilot-containment-cylinder-bowl_0125,False
pilot-containment-cylinder-bowl_0126,True
pilot-containment-cylinder-bowl_0127,True
pilot-containment-cylinder-bowl_0128,True
pilot-containment-cylinder-bowl_0129,True
pilot-containment-cylinder-bowl_0130,False
pilot-containment-cylinder-bowl_0131,False
pilot-containment-cylinder-bowl_0132,True
pilot-containment-cylinder-bowl_0133,True
pilot-containment-cylinder-bowl_0134,False
pilot-containment-cylinder-bowl_0135,False
pilot-containment-cylinder-bowl_0136,True
pilot-containment-cylinder-bowl_0137,True
pilot-containment-cylinder-bowl_0138,True
pilot-containment-cylinder-bowl_0139,False
pilot-containment-cylinder-bowl_0140,False
pilot-containment-cylinder-bowl_0141,True
pilot-containment-cylinder-bowl_0142,True
pilot-containment-multi-bowl_0000,True
pilot-containment-multi-bowl_0001,True
pilot-containment-multi-bowl_0002,True
pilot-containment-multi-bowl_0003,False
pilot-containment-multi-bowl_0004,False
pilot-containment-multi-bowl_0005,True
pilot-containment-multi-bowl_0006,False
pilot-containment-multi-bowl_0007,False
pilot-containment-multi-bowl_0008,False
pilot-containment-multi-bowl_0009,True
pilot-containment-multi-bowl_0010,True
pilot-containment-multi-bowl_0011,True
pilot-containment-multi-bowl_0012,False
pilot-containment-multi-bowl_0013,True
pilot-containment-multi-bowl_0014,False
pilot-containment-multi-bowl_0015,True
pilot-containment-multi-bowl_0016,False
pilot-containment-multi-bowl_0017,True
pilot-containment-multi-bowl_0018,False
pilot-containment-multi-bowl_0019,False
pilot-containment-multi-bowl_0020,False
pilot-containment-multi-bowl_0021,False
pilot-containment-multi-bowl_0022,True
pilot-containment-multi-bowl_0023,False
pilot-containment-multi-bowl_0024,True
pilot-containment-multi-bowl_0025,True
pilot-containment-multi-bowl_0026,False
pilot-containment-multi-bowl_0027,False
pilot-containment-multi-bowl_0028,True
pilot-containment-multi-bowl_0029,True
pilot-containment-multi-bowl_0030,False
pilot-containment-multi-bowl_0031,True
pilot-containment-multi-bowl_0032,False
pilot-containment-multi-bowl_0033,True
pilot-containment-multi-bowl_0034,False
pilot-containment-multi-bowl_0035,True
pilot-containment-multi-bowl_0036,True
pilot-containment-multi-bowl_0037,True
pilot-containment-multi-bowl_0038,True
pilot-containment-multi-bowl_0039,True
pilot-containment-multi-bowl_0040,True
pilot-containment-multi-bowl_0041,False
pilot-containment-multi-bowl_0042,True
pilot-containment-multi-bowl_0043,False
pilot-containment-multi-bowl_0044,False
pilot-containment-multi-bowl_0045,False
pilot-containment-multi-bowl_0046,True
pilot-containment-multi-bowl_0047,False
pilot-containment-multi-bowl_0048,False
pilot-containment-multi-bowl_0049,True
pilot-containment-multi-bowl_0050,False
pilot-containment-multi-bowl_0051,True
pilot-containment-multi-bowl_0052,False
pilot-containment-multi-bowl_0053,False
pilot-containment-multi-bowl_0054,True
pilot-containment-multi-bowl_0055,False
pilot-containment-multi-bowl_0056,False
pilot-containment-multi-bowl_0057,True
pilot-containment-multi-bowl_0058,True
pilot-containment-multi-bowl_0059,False
pilot-containment-multi-bowl_0060,True
pilot-containment-multi-bowl_0061,False
pilot-containment-multi-bowl_0062,False
pilot-containment-multi-bowl_0063,False
pilot-containment-multi-bowl_0064,False
pilot-containment-multi-bowl_0065,True
pilot-containment-multi-bowl_0066,True
pilot-containment-multi-bowl_0067,True
pilot-containment-multi-bowl_0068,False
pilot-containment-multi-bowl_0069,False
pilot-containment-multi-bowl_0070,True
pilot-containment-multi-bowl_0071,True
pilot-containment-multi-bowl_0072,False
pilot-containment-multi-bowl_0073,True
pilot-containment-multi-bowl_0074,True
pilot-containment-multi-bowl_0075,True
pilot-containment-multi-bowl_0076,True
pilot-containment-multi-bowl_0077,True
pilot-containment-multi-bowl_0078,True
pilot-containment-multi-bowl_0079,True
pilot-containment-multi-bowl_0080,False
pilot-containment-multi-bowl_0081,False
pilot-containment-multi-bowl_0082,True
pilot-containment-multi-bowl_0083,True
pilot-containment-multi-bowl_0084,True
pilot-containment-multi-bowl_0085,False
pilot-containment-multi-bowl_0086,True
pilot-containment-multi-bowl_0087,True
pilot-containment-multi-bowl_0088,True
pilot-containment-multi-bowl_0089,False
pilot-containment-multi-bowl_0090,True
pilot-containment-multi-bowl_0091,False
pilot-containment-multi-bowl_0092,False
pilot-containment-multi-bowl_0093,True
pilot-containment-multi-bowl_0094,False
pilot-containment-multi-bowl_0095,True
pilot-containment-multi-bowl_0096,False
pilot-containment-multi-bowl_0097,False
pilot-containment-multi-bowl_0098,False
pilot-containment-multi-bowl_0099,True
pilot-containment-multi-bowl_0100,False
pilot-containment-multi-bowl_0101,False
pilot-containment-multi-bowl_0102,False
pilot-containment-multi-bowl_0103,False
pilot-containment-multi-bowl_0104,False
pilot-containment-multi-bowl_0105,False
pilot-containment-multi-bowl_0106,True
pilot-containment-multi-bowl_0107,False
pilot-containment-multi-bowl_0108,True
pilot-containment-multi-bowl_0109,True
pilot-containment-multi-bowl_0110,False
pilot-containment-multi-bowl_0111,False
pilot-containment-multi-bowl_0112,True
pilot-containment-multi-bowl_0113,True
pilot-containment-multi-bowl_0114,False
pilot-containment-multi-bowl_0115,True
pilot-containment-multi-bowl_0116,True
pilot-containment-multi-bowl_0117,False
pilot-containment-multi-bowl_0118,False
pilot-containment-multi-bowl_0119,False
pilot-containment-multi-bowl_0120,False
pilot-containment-multi-bowl_0121,False
pilot-containment-multi-bowl_0122,True
pilot-containment-multi-bowl_0123,True
pilot-containment-multi-bowl_0124,False
pilot-containment-multi-bowl_0125,True
pilot-containment-multi-bowl_0126,True
pilot-containment-multi-bowl_0127,False
pilot-containment-multi-bowl_0128,True
pilot-containment-multi-bowl_0129,False
pilot-containment-multi-bowl_0130,False
pilot-containment-multi-bowl_0131,False
pilot-containment-multi-bowl_0132,False
pilot-containment-multi-bowl_0133,True
pilot-containment-multi-bowl_0134,False
pilot-containment-multi-bowl_0135,True
pilot-containment-multi-bowl_0136,True
pilot-containment-multi-bowl_0137,False
pilot-containment-multi-bowl_0138,False
pilot-containment-multi-bowl_0139,False
pilot-containment-multi-bowl_0140,False
pilot-containment-multi-bowl_0141,False
pilot-containment-multi-bowl_0142,True
pilot-containment-torus_0000,True
pilot-containment-torus_0001,True
pilot-containment-torus_0002,True
pilot-containment-torus_0003,True
pilot-containment-torus_0004,False
pilot-containment-torus_0005,True
pilot-containment-torus_0006,True
pilot-containment-torus_0007,False
pilot-containment-torus_0008,False
pilot-containment-torus_0009,True
pilot-containment-torus_0010,True
pilot-containment-torus_0011,True
pilot-containment-torus_0012,False
pilot-containment-torus_0013,True
pilot-containment-torus_0014,False
pilot-containment-torus_0015,True
pilot-containment-torus_0016,False
pilot-containment-torus_0017,False
pilot-containment-torus_0018,False
pilot-containment-torus_0019,False
pilot-containment-torus_0020,False
pilot-containment-torus_0021,False
pilot-containment-torus_0022,False
pilot-containment-torus_0023,False
pilot-containment-torus_0024,True
pilot-containment-torus_0025,True
pilot-containment-torus_0026,True
pilot-containment-torus_0027,False
pilot-containment-torus_0028,True
pilot-containment-torus_0029,True
pilot-containment-torus_0030,False
pilot-containment-torus_0031,True
pilot-containment-torus_0032,False
pilot-containment-torus_0033,True
pilot-containment-torus_0034,False
pilot-containment-torus_0035,True
pilot-containment-torus_0036,True
pilot-containment-torus_0037,False
pilot-containment-torus_0038,True
pilot-containment-torus_0039,True
pilot-containment-torus_0040,False
pilot-containment-torus_0041,False
pilot-containment-torus_0042,False
pilot-containment-torus_0043,False
pilot-containment-torus_0044,True
pilot-containment-torus_0045,False
pilot-containment-torus_0046,True
pilot-containment-torus_0047,True
pilot-containment-torus_0048,True
pilot-containment-torus_0049,True
pilot-containment-torus_0050,False
pilot-containment-torus_0051,True
pilot-containment-torus_0052,True
pilot-containment-torus_0053,False
pilot-containment-torus_0054,True
pilot-containment-torus_0055,False
pilot-containment-torus_0056,False
pilot-containment-torus_0057,False
pilot-containment-torus_0058,True
pilot-containment-torus_0059,False
pilot-containment-torus_0060,True
pilot-containment-torus_0061,False
pilot-containment-torus_0062,True
pilot-containment-torus_0063,False
pilot-containment-torus_0064,False
pilot-containment-torus_0065,True
pilot-containment-torus_0066,True
pilot-containment-torus_0067,True
pilot-containment-torus_0068,False
pilot-containment-torus_0069,False
pilot-containment-torus_0070,True
pilot-containment-torus_0071,False
pilot-containment-torus_0072,False
pilot-containment-torus_0073,True
pilot-containment-torus_0074,False
pilot-containment-torus_0075,False
pilot-containment-torus_0076,False
pilot-containment-torus_0077,True
pilot-containment-torus_0078,False
pilot-containment-torus_0079,True
pilot-containment-torus_0080,False
pilot-containment-torus_0081,False
pilot-containment-torus_0082,True
pilot-containment-torus_0083,True
pilot-containment-torus_0084,True
pilot-containment-torus_0085,True
pilot-containment-torus_0086,False
pilot-containment-torus_0087,True
pilot-containment-torus_0088,False
pilot-containment-torus_0089,False
pilot-containment-torus_0090,True
pilot-containment-torus_0091,False
pilot-containment-torus_0092,True
pilot-containment-torus_0093,True
pilot-containment-torus_0094,False
pilot-containment-torus_0095,False
pilot-containment-torus_0096,False
pilot-containment-torus_0097,False
pilot-containment-torus_0098,False
pilot-containment-torus_0099,True
pilot-containment-torus_0100,False
pilot-containment-torus_0101,False
pilot-containment-torus_0102,False
pilot-containment-torus_0103,True
pilot-containment-torus_0104,True
pilot-containment-torus_0105,True
pilot-containment-torus_0106,True
pilot-containment-torus_0107,False
pilot-containment-torus_0108,True
pilot-containment-torus_0109,True
pilot-containment-torus_0110,False
pilot-containment-torus_0111,False
pilot-containment-torus_0112,True
pilot-containment-torus_0113,True
pilot-containment-torus_0114,False
pilot-containment-torus_0115,True
pilot-containment-torus_0116,False
pilot-containment-torus_0117,False
pilot-containment-torus_0118,True
pilot-containment-torus_0119,False
pilot-containment-torus_0120,True
pilot-containment-torus_0121,True
pilot-containment-torus_0122,True
pilot-containment-torus_0123,True
pilot-containment-torus_0124,False
pilot-containment-torus_0125,True
pilot-containment-torus_0126,True
pilot-containment-torus_0127,False
pilot-containment-torus_0128,True
pilot-containment-torus_0129,False
pilot-containment-torus_0130,True
pilot-containment-torus_0131,True
pilot-containment-torus_0132,True
pilot-containment-torus_0133,True
pilot-containment-torus_0134,False
pilot-containment-torus_0135,True
pilot-containment-torus_0136,False
pilot-containment-torus_0137,False
pilot-containment-torus_0138,False
pilot-containment-torus_0139,False
pilot-containment-torus_0140,False
pilot-containment-torus_0141,True
pilot-containment-torus_0142,True
pilot-containment-vase_0000,True
pilot-containment-vase_0001,True
pilot-containment-vase_0002,False
pilot-containment-vase_0003,True
pilot-containment-vase_0004,False
pilot-containment-vase_0005,False
pilot-containment-vase_0006,False
pilot-containment-vase_0007,False
pilot-containment-vase_0008,False
pilot-containment-vase_0009,False
pilot-containment-vase_0010,False
pilot-containment-vase_0011,True
pilot-containment-vase_0012,False
pilot-containment-vase_0013,False
pilot-containment-vase_0014,False
pilot-containment-vase_0015,True
pilot-containment-vase_0016,True
pilot-containment-vase_0017,False
pilot-containment-vase_0018,False
pilot-containment-vase_0019,False
pilot-containment-vase_0020,False
pilot-containment-vase_0021,False
pilot-containment-vase_0022,False
pilot-containment-vase_0023,False
pilot-containment-vase_0024,False
pilot-containment-vase_0025,True
pilot-containment-vase_0026,True
pilot-containment-vase_0027,False
pilot-containment-vase_0028,True
pilot-containment-vase_0029,False
pilot-containment-vase_0030,False
pilot-containment-vase_0031,True
pilot-containment-vase_0032,False
pilot-containment-vase_0033,False
pilot-containment-vase_0034,False
pilot-containment-vase_0035,False
pilot-containment-vase_0036,False
pilot-containment-vase_0037,True
pilot-containment-vase_0038,True
pilot-containment-vase_0039,False
pilot-containment-vase_0040,True
pilot-containment-vase_0041,True
pilot-containment-vase_0042,False
pilot-containment-vase_0043,True
pilot-containment-vase_0044,False
pilot-containment-vase_0045,False
pilot-containment-vase_0046,True
pilot-containment-vase_0047,False
pilot-containment-vase_0048,False
pilot-containment-vase_0049,True
pilot-containment-vase_0050,False
pilot-containment-vase_0051,False
pilot-containment-vase_0052,True
pilot-containment-vase_0053,False
pilot-containment-vase_0054,False
pilot-containment-vase_0055,False
pilot-containment-vase_0056,False
pilot-containment-vase_0057,True
pilot-containment-vase_0058,False
pilot-containment-vase_0059,True
pilot-containment-vase_0060,True
pilot-containment-vase_0061,True
pilot-containment-vase_0062,False
pilot-containment-vase_0063,True
pilot-containment-vase_0064,True
pilot-containment-vase_0065,True
pilot-containment-vase_0066,True
pilot-containment-vase_0067,False
pilot-containment-vase_0068,False
pilot-containment-vase_0069,False
pilot-containment-vase_0070,False
pilot-containment-vase_0071,True
pilot-containment-vase_0072,False
pilot-containment-vase_0073,True
pilot-containment-vase_0074,True
pilot-containment-vase_0075,False
pilot-containment-vase_0076,False
pilot-containment-vase_0077,True
pilot-containment-vase_0078,False
pilot-containment-vase_0079,False
pilot-containment-vase_0080,False
pilot-containment-vase_0081,False
pilot-containment-vase_0082,True
pilot-containment-vase_0083,False
pilot-containment-vase_0084,False
pilot-containment-vase_0085,False
pilot-containment-vase_0086,False
pilot-containment-vase_0087,False
pilot-containment-vase_0088,False
pilot-containment-vase_0089,False
pilot-containment-vase_0090,True
pilot-containment-vase_0091,False
pilot-containment-vase_0092,False
pilot-containment-vase_0093,False
pilot-containment-vase_0094,False
pilot-containment-vase_0095,False
pilot-containment-vase_0096,False
pilot-containment-vase_0097,False
pilot-containment-vase_0098,False
pilot-containment-vase_0099,True
pilot-containment-vase_0100,False
pilot-containment-vase_0101,True
pilot-containment-vase_0102,False
pilot-containment-vase_0103,False
pilot-containment-vase_0104,False
pilot-containment-vase_0105,False
pilot-containment-vase_0106,True
pilot-containment-vase_0107,True
pilot-containment-vase_0108,False
pilot-containment-vase_0109,True
pilot-containment-vase_0110,False
pilot-containment-vase_0111,False
pilot-containment-vase_0112,False
pilot-containment-vase_0113,True
pilot-containment-vase_0114,False
pilot-containment-vase_0115,False
pilot-containment-vase_0116,False
pilot-containment-vase_0117,True
pilot-containment-vase_0118,False
pilot-containment-vase_0119,False
pilot-containment-vase_0120,False
pilot-containment-vase_0121,False
pilot-containment-vase_0122,False
pilot-containment-vase_0123,False
pilot-containment-vase_0124,False
pilot-containment-vase_0125,True
pilot-containment-vase_0126,True
pilot-containment-vase_0127,False
pilot-containment-vase_0128,True
pilot-containment-vase_0129,False
pilot-containment-vase_0130,False
pilot-containment-vase_0131,False
pilot-containment-vase_0132,True
pilot-containment-vase_0133,False
pilot-containment-vase_0134,False
pilot-containment-vase_0135,True
pilot-containment-vase_0136,False
pilot-containment-vase_0137,True
pilot-containment-vase_0138,False
pilot-containment-vase_0139,False
pilot-containment-vase_0140,False
pilot-containment-vase_0141,False
pilot-containment-vase_0142,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0000,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0001,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0002,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0003,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0004,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0005,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0006,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0007,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0008,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0009,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0010,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0011,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0012,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0013,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0014,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0015,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0016,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0017,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0018,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0019,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0020,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0021,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0022,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0023,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0024,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0025,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0026,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0027,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0028,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0029,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0030,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0031,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0032,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0033,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0034,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0035,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0036,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0037,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0038,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0039,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0040,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0041,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0042,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0043,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0044,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0045,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0046,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0047,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0048,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0049,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0050,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0051,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0052,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0053,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0054,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0055,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0056,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0057,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0058,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0059,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0060,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0061,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0062,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0063,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0064,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0065,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0066,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0067,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0068,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0069,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0070,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0071,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0072,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0073,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0074,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0075,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0076,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0077,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0078,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0079,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0080,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0081,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0082,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0083,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0084,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0085,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0086,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0087,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0088,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0089,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0090,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0091,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0092,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0093,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0094,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0095,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0096,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0097,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0098,True
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0099,False
pilot_dominoes_0mid_d3chairs_o1plants_tdwroom_0100,False
pilot_dominoes_1mid_J025R45_boxroom_0000,False
pilot_dominoes_1mid_J025R45_boxroom_0001,False
pilot_dominoes_1mid_J025R45_boxroom_0002,True
pilot_dominoes_1mid_J025R45_boxroom_0003,True
pilot_dominoes_1mid_J025R45_boxroom_0004,True
pilot_dominoes_1mid_J025R45_boxroom_0005,False
pilot_dominoes_1mid_J025R45_boxroom_0006,False
pilot_dominoes_1mid_J025R45_boxroom_0007,True
pilot_dominoes_1mid_J025R45_boxroom_0008,False
pilot_dominoes_1mid_J025R45_boxroom_0009,False
pilot_dominoes_1mid_J025R45_boxroom_0010,False
pilot_dominoes_1mid_J025R45_boxroom_0011,True
pilot_dominoes_1mid_J025R45_boxroom_0012,True
pilot_dominoes_1mid_J025R45_boxroom_0013,False
pilot_dominoes_1mid_J025R45_boxroom_0014,True
pilot_dominoes_1mid_J025R45_boxroom_0015,False
pilot_dominoes_1mid_J025R45_boxroom_0016,True
pilot_dominoes_1mid_J025R45_boxroom_0017,False
pilot_dominoes_1mid_J025R45_boxroom_0018,False
pilot_dominoes_1mid_J025R45_boxroom_0019,True
pilot_dominoes_1mid_J025R45_boxroom_0020,True
pilot_dominoes_1mid_J025R45_boxroom_0021,True
